tower_id,signal_strength_avg,network_downtime_minutes,network_congestion_level,avg_signal_strength
29672,-75.31943601,94,Medium,-72.53767084
46545,-71.05502155,107,Medium,-72.35954213
22572,-101.1347613,37,Medium,-85.88543256
11044,-89.98419957,49,Low,-78.54149282
33586,-53.80889768,49,Low,-66.28298086
41292,-73.60419039,134,Low,-65.96202382
37871,-89.4477425,19,High,-66.34974082
38573,-116.9751469,4,Low,-88.24427243
3268,-57.28677668,82,Medium,-84.03813712
27719,-55.95720521,32,High,-63.94060609
17950,-111.785198,91,Medium,-60.69781901
43456,-53.39412469,80,High,-85.58217019
23344,-70.4222781,35,Medium,-76.30650457
1833,-67.29529772,41,Medium,-52.79652702
36085,-95.07920195,145,Low,-74.42338645
45528,-77.45238982,116,Medium,-50.2598152
37167,-99.77114831,94,High,-76.33810909
15268,-74.68464043,82,Medium,-69.73461348
40370,-100.9121652,45,High,-86.95270309
26977,-52.98006852,105,High,-69.38999436
6996,-71.989245,16,Medium,-72.82278587
48366,-90.15901492,97,Low,-81.91338092
18849,-86.40387922,111,Low,-65.9137778
25630,-88.62519461,52,High,-52.49545271
10083,-56.99072981,39,High,-70.52296786
46022,-102.8311474,83,Medium,-75.43903704
30638,-82.83634488,120,Medium,-84.31083306
44098,-50.16083478,23,Low,-89.49512704
7195,-72.68065866,7,Medium,-65.16221388
34211,-67.78554958,99,Low,-76.09254595
20401,-56.71479993,85,High,-66.07693877
1512,-112.2077816,76,Medium,-89.96282649
2338,-55.00661607,136,High,-79.78366582
8377,-59.26179722,108,High,-84.51483456
40244,-53.86809175,22,Medium,-52.19672844
21113,-76.28754015,111,High,-56.07332683
43880,-63.17683147,37,High,-59.8466982
13836,-107.6963734,98,Medium,-77.4589924
8455,-83.29019813,100,Medium,-82.28225301
2697,-98.43683137,33,High,-67.46748337
38480,-116.0305348,28,Low,-87.77270913
6722,-108.9051712,56,Medium,-74.48430733
18870,-52.72532366,25,High,-89.87200366
7600,-68.90992803,39,Medium,-52.47945549
1534,-65.04757508,67,Medium,-82.87753785
34256,-94.2367541,146,High,-77.13389748
34329,-106.2197026,30,High,-76.34283812
41574,-117.195062,8,Low,-67.89583337
11349,-60.36059697,33,High,-82.91168745
46710,-78.80591193,59,High,-75.15903676
24046,-108.4549316,63,Medium,-54.01506027
43576,-79.88665683,26,Medium,-68.76838061
35970,-61.71245727,88,Low,-73.93975012
15443,-81.22605333,86,Medium,-78.86560364
30580,-52.34748552,25,High,-72.02643396
7912,-103.4925239,5,Medium,-86.1296191
201,-76.50343416,146,High,-52.55751737
20081,-73.56765195,22,Medium,-74.45472808
2946,-113.740848,109,Medium,-66.22667577
12183,-107.1191834,141,Medium,-88.67872401
47016,-68.6968636,122,High,-63.39980317
18404,-97.53850019,95,Medium,-86.25137211
18966,-102.5486715,73,Low,-72.14451851
39975,-71.54786013,39,Low,-81.36264882
33084,-59.57232621,38,Medium,-78.42697215
16497,-101.2297526,48,Medium,-67.79896012
42088,-107.7424602,126,Low,-64.13744729
10555,-89.44527417,7,Low,-51.59615793
48096,-107.571283,4,High,-74.91960518
21214,-62.44820214,75,Medium,-67.06655734
16219,-106.3986067,87,High,-73.33613216
23197,-70.51112399,110,Medium,-61.2432035
18198,-56.67155944,23,Low,-85.42080734
32192,-72.16138548,43,Medium,-77.37419268
31765,-82.82752887,16,Medium,-65.79377494
34142,-55.30127195,4,Low,-52.9794668
41435,-55.00705003,90,Low,-88.75877999
24025,-68.01825961,28,Low,-87.48343826
28076,-100.9050844,23,Low,-65.26122755
10055,-108.9751728,112,High,-83.71017441
3218,-83.44809062,44,Low,-59.49848098
43350,-93.21727407,64,High,-69.9477038
9054,-103.3586884,85,Low,-73.52198334
17894,-88.46523026,125,Low,-80.34485633
30964,-98.63012027,112,Low,-69.30795851
48087,-68.94136151,145,High,-57.52287497
29909,-101.1310167,126,Low,-68.72822879
46295,-75.63495268,123,Low,-69.32089304
18861,-64.2744731,50,High,-73.34221407
8497,-71.32691525,79,Medium,-84.63915761
1580,-70.4171125,91,Medium,-53.21762804
9104,-90.57167264,129,Low,-74.50076849
467,-90.37198756,47,High,-52.44611231
49796,-71.00730494,88,Low,-59.0768652
32516,-64.30682835,104,Medium,-77.04735567
15030,-66.71895414,69,High,-79.36448328
9838,-87.50931705,71,Low,-70.96113725
46638,-92.22215323,41,High,-84.62776034
36435,-86.45758418,124,Medium,-50.41466669
15383,-61.9679842,7,Low,-87.14385178
2640,-53.67681224,24,Low,-60.8956466
28755,-54.69911216,39,Low,-57.91440132
5041,-76.46617524,119,High,-70.12255075
44092,-54.49080343,75,High,-68.44192087
29332,-94.49085617,15,High,-62.17156974
26367,-61.87248705,21,High,-77.51141492
48283,-99.1411182,131,High,-76.77684167
16760,-105.6370109,132,Low,-51.63899267
7748,-88.99891108,2,Medium,-76.39708627
32025,-104.953217,133,High,-56.25812132
20033,-82.221797,121,High,-53.20550802
2677,-51.38299088,34,High,-50.72862203
23715,-54.2740364,57,Medium,-79.10429908
40959,-60.25644031,83,Medium,-57.17168904
31916,-50.95477645,24,Low,-63.39760951
3783,-64.51154722,143,High,-55.81840329
32151,-59.5799145,105,High,-54.316814
41668,-107.1060999,55,Medium,-51.35533593
48363,-85.86303002,53,Low,-84.14616697
25945,-91.4421411,14,Low,-80.42863601
21245,-115.7569287,51,Medium,-53.94899918
35710,-104.215353,6,High,-71.20783329
18306,-87.76879078,103,Medium,-82.52063404
44120,-70.50620203,131,High,-55.28288544
23565,-110.1560511,1,Medium,-87.26896985
35680,-99.39301442,51,Medium,-81.29718115
12540,-86.73201428,71,Medium,-82.19338381
14179,-88.95874023,78,Medium,-54.0530494
11067,-109.7188511,95,High,-77.65752803
926,-62.27558819,119,Low,-83.7013863
47361,-79.90555605,86,Medium,-70.54852412
31413,-66.93455148,51,Low,-79.45097523
45879,-82.68304434,103,Medium,-88.11091351
30551,-71.08011291,121,High,-63.5345384
11710,-55.99743646,57,Low,-82.53762705
37700,-98.79216876,140,Low,-89.44913051
15707,-52.7509453,116,Medium,-77.50233989
15574,-92.25712801,93,Low,-60.48363254
1675,-97.797579,112,Medium,-59.22618225
12086,-63.62762348,56,Low,-52.16373196
462,-75.16061136,43,Medium,-86.95444854
35249,-93.51873234,142,Low,-62.24970839
12086,-88.17633843,96,High,-74.36556478
25509,-117.9229713,116,Medium,-70.72099153
33655,-68.41328878,7,Medium,-84.12258166
48893,-57.26149637,25,Low,-85.06882772
33099,-102.0787265,16,Low,-61.43676416
29567,-118.1728352,16,High,-52.04262988
2134,-71.56292056,40,Low,-67.86772379
21791,-114.6145164,46,Medium,-75.19346113
10247,-52.93356772,102,Low,-64.22454645
21488,-95.80293989,111,Low,-55.56197317
3182,-89.85968207,10,High,-58.00879256
46991,-104.9557989,104,Medium,-71.10571335
9630,-89.47527822,127,High,-71.66573541
41574,-110.8774723,27,Low,-62.19125991
6411,-87.80554808,91,Medium,-61.49502934
13202,-63.37633567,39,High,-65.96006446
19484,-102.1103348,97,Medium,-72.4691243
22159,-115.0664548,124,Low,-82.91669733
37575,-69.53295502,103,High,-84.63818535
23429,-66.10524768,5,Medium,-78.00342264
43658,-52.92930654,99,Medium,-68.22596512
25688,-82.41267355,46,Medium,-76.28165801
44225,-68.52819766,114,Medium,-79.95872512
24386,-73.20457509,110,High,-88.8114178
14742,-97.62737811,62,Low,-52.16233877
6829,-111.0972205,144,Low,-80.84134517
29803,-63.29216362,114,Low,-70.75923237
30536,-69.5651034,58,Medium,-61.25332098
19588,-75.87547297,79,Low,-64.60166303
47242,-75.98733571,39,High,-52.06908038
18103,-100.6869392,80,High,-56.63747704
36544,-62.4228628,75,Low,-74.1079737
42530,-110.6643122,77,Low,-67.56038521
3215,-71.61892108,69,Medium,-69.05026155
26100,-99.40254052,131,High,-60.3982168
49464,-67.20113552,68,Low,-53.38647532
18946,-98.02914015,43,Medium,-69.39850115
15903,-90.5771753,85,Medium,-78.71329951
9579,-119.8671781,5,Low,-51.45308522
1450,-107.3577435,145,High,-78.97203868
12052,-91.21878487,78,Low,-80.24111707
7481,-99.46338657,20,Medium,-85.76200794
26059,-67.25699924,127,Low,-77.58111854
16780,-88.8293475,113,High,-67.56581003
1452,-73.80496248,80,High,-50.62821062
27375,-61.84854787,43,High,-80.62822546
26537,-61.1657405,49,Medium,-79.6104795
36730,-89.37241281,145,Medium,-71.16436963
16169,-90.09939631,145,High,-84.2361543
17503,-74.67763592,11,Low,-59.14791969
7496,-80.21278567,122,Medium,-65.84392831
5548,-104.9993078,111,High,-62.35925942
33423,-77.9749203,26,Low,-50.69383674
47109,-87.51000234,93,Low,-86.23187296
35446,-102.5045119,113,Low,-79.72474977
34032,-104.4230046,26,Medium,-80.32327747
1321,-87.27625449,142,High,-73.43897111
9764,-64.24674346,18,Medium,-60.47426642
40983,-79.15610635,57,Medium,-80.04890414
2122,-69.37699984,146,Medium,-86.27924778
32212,-99.58581756,141,High,-65.20352001
13789,-111.2529072,50,Medium,-82.08106811
2685,-79.20266941,64,Low,-56.79971853
9929,-88.41870361,40,Medium,-76.7416126
12683,-69.41764979,60,High,-50.06051367
44004,-111.7552719,65,Low,-65.7786839
3614,-69.48702126,26,High,-82.03466768
12984,-90.29413632,127,High,-64.00274052
8763,-78.51224231,97,High,-68.42230022
35389,-99.81167244,53,Medium,-66.75338117
38326,-72.8105202,19,Medium,-57.63889391
32185,-59.33987154,52,High,-62.44950203
30949,-109.3562736,1,High,-65.2171932
11493,-68.59090199,49,High,-70.28571847
30312,-102.5013226,129,Medium,-77.92608965
45086,-81.0365801,3,High,-79.82161352
20537,-104.3502277,92,Low,-50.95045771
44102,-52.49919653,105,Medium,-87.80502479
15079,-109.9246609,75,Low,-67.80469153
39431,-77.87309596,139,Low,-68.19303471
45936,-110.5263237,133,Medium,-53.24400791
33763,-90.30429277,90,High,-70.41909348
2216,-58.05091565,122,Low,-76.67383336
31389,-81.22458998,139,High,-59.73544387
5311,-64.98579843,101,Low,-61.28360254
25148,-92.20498756,120,Low,-53.59953134
44757,-115.3244861,69,Low,-62.6461964
3541,-77.87333957,84,High,-80.03544592
28745,-97.97988617,48,Medium,-70.20147285
27510,-70.31370839,132,Medium,-55.14178392
16833,-100.3575794,57,High,-67.47184893
11717,-95.90021186,49,High,-89.19731562
14239,-70.87688888,148,Medium,-79.00193355
48468,-54.88956508,46,High,-62.65341975
25216,-76.60362279,13,Low,-88.44229691
10877,-107.7592513,144,High,-76.3755925
43234,-69.48105655,148,Medium,-61.15474754
14068,-92.48138595,81,Low,-78.85035929
11476,-70.58031938,140,Low,-56.5585753
26889,-50.73445403,149,Low,-71.01557681
44856,-51.7507702,107,Low,-67.715963
2548,-109.3062732,2,Medium,-62.53278675
34169,-53.47794441,144,Medium,-78.08234172
38632,-105.3625036,72,High,-81.42012817
27893,-87.16359716,141,Low,-66.77103022
1815,-89.50456452,24,Medium,-74.96016354
27289,-100.2881276,32,Medium,-86.82421036
46434,-114.8411498,15,High,-83.20647943
18298,-107.5447263,43,Medium,-85.98918942
48047,-114.0849728,83,Medium,-75.93202096
34616,-90.64487872,8,High,-50.74596752
40433,-53.65918594,141,Low,-77.1161684
38474,-110.7988273,136,High,-81.33711649
46289,-118.9768984,93,Medium,-58.2033264
26763,-116.670512,93,Low,-67.09569896
48454,-103.9372889,143,Medium,-57.40841638
44519,-114.9115382,132,High,-70.80976315
26161,-61.13146032,37,Medium,-66.4458764
15712,-92.36735183,146,Low,-79.6160431
18428,-71.06584347,52,High,-74.05865984
33029,-113.4558466,118,High,-54.15119385
46783,-58.51990485,16,Medium,-89.54468744
1350,-51.62988259,38,Low,-86.45334418
23945,-117.1925103,79,Medium,-54.83300426
26117,-63.62007702,91,Low,-83.31445887
16280,-110.71876,142,Medium,-70.39796584
7377,-58.4994062,114,Low,-54.96585023
35876,-101.9770156,27,Low,-64.58929715
26702,-52.73959412,84,Medium,-87.80656709
29379,-113.9425635,133,Medium,-84.76962182
44526,-113.2424232,21,High,-58.60397748
38955,-50.54083011,19,Medium,-84.79892247
33208,-103.7657816,129,High,-52.25420727
36038,-91.06882665,121,Low,-67.12289117
45630,-78.34934103,56,Low,-89.37281253
47814,-103.6271704,67,Low,-60.41264757
33134,-106.8879829,38,Medium,-73.69605364
8838,-101.6958042,9,Low,-75.35877343
24146,-81.7082595,35,Low,-66.99576871
42068,-77.6074702,92,High,-79.79947514
3014,-89.98887877,42,Low,-78.10837879
61,-54.40406227,10,Low,-59.16606178
9450,-91.26234705,44,High,-64.27930903
2558,-80.42256378,106,Medium,-75.90831036
27805,-114.5892278,17,High,-69.85249735
17983,-79.21298801,14,Medium,-73.53838285
11801,-73.57175294,16,Low,-78.11357159
925,-90.73441429,90,Medium,-60.48170362
30335,-101.3687226,125,Medium,-57.68828572
9647,-60.51799774,34,Low,-79.13540046
41179,-101.1197416,94,Low,-63.57609635
6967,-96.99024462,63,High,-74.97205742
13219,-57.47468225,136,Low,-54.72250987
36286,-51.16356056,144,Medium,-67.52843328
31003,-99.50526525,90,Medium,-79.83142273
39464,-50.31749426,32,High,-66.01625839
17227,-60.78840693,137,Low,-74.63102061
35617,-98.2310516,92,Low,-84.76048281
7400,-82.35802759,57,High,-77.84888743
18523,-94.57046715,119,Low,-65.42463447
42607,-71.17520563,9,High,-76.92569559
33469,-80.51324207,20,Medium,-61.04595586
31679,-64.7589118,123,High,-63.23041845
22056,-109.2689453,63,High,-77.90248125
41700,-69.13258734,141,Medium,-70.43416079
30851,-57.25326592,86,Medium,-67.01224161
11726,-54.61173703,65,Low,-80.60844761
7037,-78.22317862,24,Low,-81.77408244
36453,-66.67290328,129,High,-53.76431232
39730,-87.1778298,135,Low,-86.16448586
401,-104.9578897,118,High,-74.307232
19844,-54.99696189,6,Low,-52.38755724
49948,-114.5060425,101,Medium,-82.351336
20313,-75.63293612,6,Low,-76.41173081
48456,-81.94934445,82,Medium,-68.13778236
33442,-119.1019711,71,Low,-51.03738265
14966,-78.05331658,111,High,-65.11840791
18160,-76.51541853,86,High,-56.84684264
20143,-60.0941722,94,High,-58.72695831
32235,-78.18472923,124,High,-67.88524311
46474,-54.39902285,21,High,-61.98024122
39905,-63.57504887,70,High,-68.92931408
9679,-98.33858983,12,Low,-73.05134397
24466,-75.58920076,35,Medium,-50.28868916
47048,-51.08727711,133,Low,-71.30113862
47496,-71.47007191,33,Low,-64.14783831
32993,-60.97047345,37,Low,-60.48043409
11660,-100.3191691,14,High,-72.56376727
32158,-58.6888242,18,Low,-76.63882456
38330,-57.56307659,28,Medium,-54.70304355
491,-63.41552266,68,High,-54.05129458
44848,-70.74634611,96,High,-55.13503784
13827,-86.85875939,145,High,-67.34271085
4815,-77.35216936,80,Low,-87.79449823
27334,-87.63888769,24,Medium,-69.12271406
26338,-77.47841822,47,Medium,-84.58462769
3418,-62.3553163,55,High,-85.39718138
27374,-63.43157082,36,Low,-87.83805021
14252,-112.9776301,132,High,-59.37748441
23130,-67.79533003,103,Low,-56.24146141
38416,-71.91231047,128,High,-79.28454985
42433,-85.03260971,93,High,-82.93909394
624,-105.0241728,0,Low,-74.13034779
17387,-80.01510578,52,Low,-54.12410596
46068,-75.11396482,79,High,-57.2023599
20679,-106.6646612,116,Low,-68.44029683
13414,-56.22205419,37,High,-75.5613399
23859,-103.8674772,135,High,-51.9104899
44083,-74.87912387,142,High,-82.87843825
49880,-87.53120627,7,Low,-77.51027588
3538,-117.6515416,108,Low,-89.26331795
4299,-83.05966777,60,High,-61.30468458
25332,-73.35836956,128,Low,-51.07072208
36175,-58.44788662,31,High,-63.49943599
44414,-111.3083678,81,Medium,-62.57441662
3485,-60.29375543,19,Low,-82.84514555
18993,-70.66316862,62,Medium,-81.65409325
36558,-86.32208267,16,Medium,-50.2349427
11326,-54.91690172,142,High,-64.69059114
6255,-116.6039382,124,Low,-52.79129313
24062,-58.73773249,106,Low,-70.1445344
15716,-80.60146324,74,High,-80.59457538
13143,-84.2184464,14,High,-86.54728774
8684,-93.9281377,48,Low,-51.86327391
2331,-56.007071,139,Low,-72.91452003
29742,-64.53862868,34,High,-62.72158152
6930,-74.95140222,88,Low,-80.44075827
17323,-86.85972089,121,High,-88.94770771
42077,-112.1437534,38,Medium,-61.75669983
720,-83.67764938,95,Low,-83.17413331
35110,-100.4602148,51,High,-64.41921962
47000,-52.95731739,101,Medium,-55.20173883
23960,-77.31740574,54,Medium,-88.92736539
40893,-60.01078287,99,High,-88.20987908
8205,-103.1728416,2,Low,-63.33763818
34530,-61.64345295,68,Medium,-50.39157672
48968,-110.6120483,16,High,-81.17994327
6423,-118.7972442,143,Low,-57.59857615
33968,-94.41076373,5,Medium,-78.16307986
6017,-98.13418674,6,Medium,-65.94234657
29057,-118.6581453,28,Medium,-70.20435991
37133,-101.8926857,55,High,-61.31435612
28616,-82.79939322,40,Medium,-57.13133386
31338,-73.95170281,127,High,-78.49604092
11492,-76.89624611,13,High,-66.62809877
40544,-115.3870788,67,Medium,-88.85902545
5105,-84.63198994,109,Medium,-66.5133768
48439,-85.9701705,69,High,-79.29598547
1191,-67.50690732,118,High,-85.49002757
38314,-57.21181403,19,High,-69.4109803
49352,-75.17914767,102,Medium,-75.26667926
4781,-86.64227481,133,High,-78.3390971
42809,-73.37907402,82,High,-66.55186531
13047,-60.78892139,72,High,-89.50171725
41172,-50.44994112,97,High,-78.66943145
40307,-98.41456033,91,Medium,-59.77497955
17281,-73.32244736,9,High,-68.58272237
40010,-111.2924589,99,Medium,-81.30540501
28473,-80.08767357,116,High,-85.57287789
28927,-57.06635941,107,Medium,-77.00750763
13621,-104.6867529,13,Medium,-51.04606042
33801,-77.52899063,36,Low,-63.52967373
10411,-68.82399818,62,High,-70.23119931
5549,-106.5647956,102,Low,-50.31729113
6148,-97.81921724,33,Low,-53.25853011
14698,-110.0942052,63,High,-52.35623849
46856,-71.526914,72,Low,-64.75375217
13883,-113.575396,89,Medium,-65.90902978
39160,-104.9920215,62,High,-86.64504997
33799,-90.90407517,24,Low,-64.09342777
49204,-60.93912851,50,Medium,-56.18169841
22606,-80.85641695,28,High,-56.83057225
35409,-114.9352441,44,Medium,-69.33950652
46523,-60.32476761,80,Medium,-59.38434924
43870,-102.9610699,116,High,-78.50883271
44892,-67.69638019,119,High,-57.26775038
23252,-74.87391433,91,Medium,-82.41819763
45220,-84.87651755,72,Medium,-68.09184101
49458,-59.76246099,147,High,-50.88105526
49860,-94.96413761,11,Low,-60.6935615
29543,-52.285429,72,High,-81.87597417
49098,-96.53679474,87,High,-84.88522817
38098,-87.0542122,80,High,-77.22725563
37522,-76.18617259,69,High,-87.78539515
25645,-86.26022417,54,Medium,-70.12896016
30008,-81.30798098,12,Low,-81.31370327
1342,-105.0849611,80,High,-82.23135353
13347,-73.48537123,0,High,-51.19122563
35821,-85.77929943,140,Medium,-60.61762049
35495,-67.71547841,53,High,-55.65604664
45597,-108.3734452,136,Low,-55.24698265
3378,-54.27307903,54,High,-83.94155475
7218,-75.01452857,3,Low,-56.90498487
37796,-118.8317795,5,Medium,-64.52900619
37948,-59.7437397,10,High,-79.08245394
34691,-50.77540698,126,High,-56.72704279
15515,-100.2192951,60,Medium,-75.85002629
11691,-61.6464425,99,Medium,-57.74089155
18909,-56.55135183,72,High,-60.03929434
43378,-59.74989644,88,Medium,-52.95115659
23608,-50.82771039,54,Low,-58.37593493
33287,-61.50932451,12,High,-78.62185895
45379,-77.38783883,3,Medium,-65.70537865
30034,-73.3691139,91,Medium,-60.1383455
38275,-64.8679127,128,Low,-63.47118283
14009,-89.83122551,104,High,-65.67688622
45844,-75.75543432,83,Medium,-76.31531502
28242,-110.989839,141,Low,-86.83745627
6792,-119.0359562,110,Medium,-62.28528551
14441,-98.42833975,137,Low,-78.16692459
12868,-89.0447178,92,Low,-58.09817789
34541,-83.61205725,70,Low,-66.18251753
25394,-76.87082117,146,Medium,-75.11211503
14841,-56.75219334,106,Medium,-80.55054612
34705,-114.8129187,80,Medium,-70.94461117
721,-92.2802697,102,Medium,-79.90316659
